"Week","investment","growth","derivatives","crisis","unemployment","banking","dow","economy","stocks","economics","hedge","invest","profit","leverage","risk","revenue","nasdaq","metals","politics","consumption","cash","dividend","finance","portfolio","conflict","oil","fed","gain","short","energy","credit","loss","earnings","stock","transaction","housing","nyse","success","bubble","trader","environment","greed","opportunity","inflation","money","sell","returns","society","chance","present","world","rich","war","return","markets","crash","freedom","office","headlines","house","culture","arts","buy","ore","food","bonds","tourism","holiday","health","train","fine","gold","marriage","water","cancer","car","debt","travel","happy","forex","restaurant","default","ring","lifestyle","labor","fond","religion","financial","rare","home","kitchen","garden","fun","movie","consume","gains","logret"
2015-10-11,0,1,-1,-1,1,-1,-1,-7,0,-1,-6,-1,8,-2,1,2,0,3,3,-3,-3,4,-2,4,4,0,0,0,-5,-6,-3,2,12,-1,0,-2,-1,-1,-4,-1,-3,-7,-6,8,-2,1,2,-4,2,-3,1,1,2,1,0,1,-3,-2,4,4,-1,0,-1,-4,0,-7,0,4,-5,-2,-1,1,0,-5,-1,-2,0,0,3,-2,1,-4,-1,-1,-1,1,-7,2,-9,0,0,-4,-2,-2,-1,1,0.0247112705553807
2015-10-18,-3,0,3,3,-1,-2,-2,1,5,-3,-1,-1,-2,0,2,-3,-1,3,0,3,0,-1,0,-5,-2,-1,-6,0,11,3,-2,-3,16,-1,5,-1,-1,-2,-1,-3,1,16,4,-5,3,-1,-1,2,-1,5,2,0,-1,-1,-3,0,6,-3,-5,-2,0,-3,0,0,1,2,1,-7,2,-3,-1,0,-1,-2,-2,1,0,-1,-3,-3,-2,-2,0,0,0,5,1,-4,6,-3,-1,-1,1,2,-1,-2,0.000953822239443625
2015-10-25,-1,3,-13,18,0,0,-1,7,-3,5,-4,1,3,6,0,-1,4,-1,-1,4,-1,5,2,7,-4,-3,10,2,9,-4,0,1,9,-1,1,-3,-1,-1,-2,-2,0,13,-1,7,-1,1,2,-1,2,-2,7,-1,-1,1,-7,8,-5,-1,0,7,0,1,0,2,1,-1,-3,1,1,-2,-1,-2,0,1,1,-1,4,-3,7,2,-4,1,4,-1,-1,-2,4,2,-10,-2,-1,-3,3,0,4,1,0.0138750706767361
2015-11-01,2,-1,-3,12,2,7,-1,-6,2,-1,1,5,3,-5,1,0,1,10,1,-3,3,5,1,4,1,-1,-5,1,-16,7,5,2,-15,-1,0,4,2,4,2,2,4,13,0,1,2,-2,1,4,0,4,-4,0,2,4,7,1,-3,3,0,-11,-1,3,3,-4,1,9,4,9,7,6,2,1,0,0,-11,0,-2,2,-4,3,5,-1,-2,2,0,2,-2,-4,7,3,5,1,-2,2,8,6,-0.0378414687802007
2015-11-08,-1,-5,-4,-13,0,-8,-1,3,-2,-1,-4,-3,-2,-1,2,-4,-5,0,-1,2,-1,-13,-5,-5,-4,2,4,-2,-1,-3,0,-4,-20,1,-5,-3,-1,-3,0,1,-8,-11,-1,5,-1,0,-4,-5,0,3,-6,-2,6,-2,-1,-3,12,0,6,-3,0,-1,4,-2,1,-3,-1,12,-4,4,0,3,0,0,-2,-1,-1,2,5,3,1,-1,1,-3,1,-5,9,9,-3,1,2,1,-1,0,-9,-6,0.032999057654445
2015-11-15,-4,3,-4,-2,-2,0,0,-3,0,-3,1,-2,-3,4,1,2,-2,0,1,-6,-3,7,1,-2,10,0,1,0,-3,-1,-6,18,-7,-1,-3,-1,2,-1,3,1,0,-8,-4,-4,-1,0,0,-2,-2,-1,0,8,3,-1,-3,-3,7,-2,-3,0,0,-2,1,10,-2,0,-5,-5,-5,-4,-3,-1,-1,-3,-4,-2,-3,-1,-7,0,-6,1,2,1,-1,1,17,-12,-1,-3,-3,-3,-2,-2,5,4,-0.000584777813871895
2015-11-22,-20,-23,-38,-32,-3,-1,-4,-24,-11,-35,-2,-5,-23,-11,-27,-19,-8,-41,-6,-16,2,-23,-16,-18,-41,-2,-12,-6,-15,-30,-3,-25,-7,-2,-10,-15,0,-15,-4,0,-30,-8,-20,-18,-6,-2,0,-13,0,-12,-2,-9,-4,-6,-1,-5,-11,-11,-5,0,-11,-8,36,-3,-1,-28,-14,15,-20,7,0,4,-2,-3,-7,3,-9,0,22,-10,-1,-9,9,-4,-4,-3,-27,-3,-3,7,9,-2,-5,16,-21,-9,0.00192031765200262
2015-11-29,21,20,27,18,7,11,3,24,13,31,4,4,20,7,26,18,6,29,3,18,4,28,14,22,33,0,19,5,4,30,10,6,6,2,11,18,-4,15,6,-7,32,15,26,21,7,1,8,19,2,29,1,1,-1,10,-2,0,0,15,7,0,10,11,-25,-8,-3,35,6,3,21,4,3,1,2,6,4,-3,10,0,-24,8,-2,11,-4,6,3,3,16,2,3,-2,-6,1,4,-15,20,11,-0.0331772259977949
2015-12-06,1,3,18,0,0,-1,2,6,-4,14,-1,2,3,4,-4,1,3,0,4,6,-1,0,3,1,6,5,-1,-1,12,3,-5,-2,1,1,6,-4,2,0,4,6,-2,-3,-2,10,0,4,-5,0,1,5,0,1,4,1,1,2,1,3,-9,-2,0,-4,-7,5,1,3,8,4,-1,-4,2,-2,0,-3,4,-1,1,-1,4,-3,6,-2,2,-2,1,4,9,9,16,1,-2,3,1,3,-5,-4,-0.00794684090189435
2015-12-13,-8,-9,-5,-9,0,3,3,-13,3,-10,-2,0,-9,-6,-11,-5,-1,-1,-3,-7,-2,-2,-1,-7,-8,0,39,0,-2,-13,4,2,-2,1,-8,-4,-1,0,0,1,-11,-9,-1,-8,5,6,3,-5,7,7,-1,0,-2,8,1,-1,-7,6,0,5,-4,-2,9,-2,1,-6,-7,4,-1,-1,1,1,-1,0,-5,4,-3,2,4,5,3,1,5,-1,0,-5,-14,0,-12,-2,7,4,4,10,-11,1,0.0244308770167763
2015-12-20,-20,-23,-53,-21,-4,-4,-6,-33,-9,-52,-5,-7,-23,-8,-27,-15,-11,-44,-6,-25,3,-22,-18,-22,-52,-3,-45,-6,1,-31,-7,-8,-6,-4,-7,-13,2,-16,5,6,-38,-11,-30,-28,-4,7,4,-16,-8,-11,1,-5,-11,-7,1,1,-11,-12,-6,4,-12,-7,11,14,5,-40,-9,32,-25,2,-4,4,-1,-5,-9,4,-10,-2,5,-6,6,-6,7,-6,-4,4,-21,-21,-6,-1,-1,6,-11,21,-18,-6,-0.00726994658288405
2015-12-27,4,7,-6,2,4,4,0,-2,3,-2,6,7,5,10,2,1,-1,2,-2,-1,2,2,2,2,-7,5,-11,5,4,7,14,23,-2,1,-12,11,1,1,-8,14,-11,-12,5,-6,6,-4,5,4,0,-54,0,4,-3,4,-3,-2,3,-4,7,4,-1,0,-13,-6,1,0,13,-47,11,-1,5,0,3,7,2,1,2,7,42,5,20,-3,-6,7,1,-1,-14,2,-1,13,12,7,8,5,6,2,-0.0638968776500501
2016-01-03,24,17,20,11,8,5,23,32,19,37,-3,13,14,17,17,11,19,25,3,12,1,10,19,17,38,12,9,4,11,21,-3,5,7,22,16,20,3,13,-4,10,36,17,23,12,6,1,6,5,1,14,-1,5,7,2,9,0,6,17,2,-2,8,9,-10,-2,-1,28,2,-28,19,-11,-2,-4,0,4,8,0,9,5,-54,12,-15,0,-9,2,4,-5,11,15,8,-7,-6,-12,-7,-29,14,2,-0.0221673108470579
2016-01-10,-2,-2,6,5,3,-8,2,13,-3,10,22,-6,2,-2,-1,5,6,2,4,2,7,0,0,1,3,-2,-2,1,10,2,-5,-9,9,0,-1,-3,0,3,-1,-5,7,7,6,2,1,0,-7,0,6,6,0,-3,-1,-4,3,2,0,-7,0,0,2,1,-3,0,-3,8,6,-2,-1,-3,1,-4,-1,0,36,1,5,-2,-2,-3,1,-1,-4,2,0,0,5,9,-6,-5,-2,-1,0,-2,-4,-2,0.00657262112342494
2016-01-17,-1,1,7,30,-3,-5,3,2,5,1,-15,-4,3,3,5,1,-6,-1,2,-1,-8,3,-1,4,-2,9,-1,2,-22,1,-2,2,8,4,2,1,0,0,-1,6,4,-12,5,-6,-7,-3,10,0,-5,-3,0,0,1,5,7,2,1,-2,2,-1,1,-1,-6,-3,2,-7,-7,2,0,1,2,2,2,9,-29,-1,-3,4,0,14,2,3,7,-3,0,0,1,6,6,4,4,2,3,1,2,7,0.0228998449101443
2016-01-24,7,12,4,-11,0,2,-9,0,-7,10,-3,4,16,6,13,11,5,-1,4,7,0,10,2,2,13,-8,7,0,13,1,4,2,29,-15,5,5,-3,2,1,-4,11,4,12,5,2,-1,5,3,-1,10,0,1,0,14,-5,-4,1,3,2,-2,3,0,0,2,0,9,2,-6,8,3,3,2,-1,-1,-3,3,4,-2,1,-8,1,3,4,3,0,3,0,-7,-6,-4,-4,-1,2,-5,12,5,-0.0159979470369329
2016-01-31,2,0,10,-4,-2,4,-5,8,1,2,11,-1,2,3,-2,6,-2,3,7,4,-1,2,1,1,-2,-1,-6,2,2,1,-1,-4,-11,-3,0,-2,0,0,1,0,-1,3,0,3,-1,-3,2,5,0,1,0,1,4,18,-3,1,3,-2,-7,5,2,0,0,-3,1,0,3,1,-5,-4,46,0,1,0,6,-2,4,-2,1,4,-2,-3,-3,-1,0,3,3,5,0,-1,2,0,-2,-2,1,-1,-0.0143655940620278
2016-02-07,-4,-2,1,2,-3,-4,5,-3,-1,-5,-5,-2,-9,-15,3,1,3,1,1,2,-1,-3,-1,-3,-2,1,2,-4,1,1,1,2,-11,5,0,-3,1,0,0,-2,-4,-9,-8,5,0,0,-12,-5,0,1,1,-5,0,-21,0,0,-3,-3,3,-2,-1,0,4,2,-2,4,0,4,-8,-2,-44,2,-1,-5,-8,5,-2,-1,4,-7,4,-1,1,-3,0,-4,1,5,13,-2,-2,6,0,2,3,-2,0.0258404407553758
2016-02-14,2,-2,0,-6,-2,-3,-7,-6,-5,-6,-2,0,1,-1,0,0,-13,-7,-1,-1,0,-11,-4,-1,0,2,-4,1,5,-1,-2,3,-7,-4,1,-1,-2,-3,-3,3,-4,-9,-6,2,-3,1,-8,0,6,-1,-1,1,-2,-9,1,1,15,-1,-2,4,-1,0,0,-5,2,-4,1,2,2,1,-5,-3,2,3,3,2,42,0,15,-5,5,-1,-2,2,-1,0,-3,-14,-10,3,5,9,6,7,2,3,0.0150148595965014
2016-02-21,6,3,5,2,-1,1,-2,5,0,8,-2,2,0,13,3,2,1,5,8,-1,2,9,0,2,7,-3,1,5,-12,3,0,0,1,-3,2,6,-2,5,1,1,9,40,4,7,0,1,12,6,-3,2,1,1,4,2,-1,0,-12,2,2,18,2,2,-2,-2,2,3,2,-6,2,0,1,1,-1,2,3,1,-31,4,-20,14,-6,4,-8,1,2,0,4,8,5,-1,0,-3,-2,-10,10,0,0.0218037977439582
2016-02-28,-4,5,-5,-1,-1,7,-1,2,2,-5,5,-1,-5,-18,4,-3,-1,-2,12,1,-2,6,-2,0,3,-4,1,-2,-7,2,1,0,-9,-1,4,1,1,-2,2,-6,6,-16,-3,-8,-1,-3,-4,-2,-2,-1,-1,0,-2,-3,-1,1,-3,-1,0,2,-1,0,-2,6,-2,-2,3,0,0,1,-4,1,0,-2,0,0,-10,-1,-1,-9,-4,-3,-2,1,0,-1,-4,-15,-5,2,-4,3,-1,0,-6,1,0.0120714810503539
2016-03-06,-4,-4,-11,4,-2,-10,0,-1,-1,-4,-2,-2,-1,12,-5,-2,0,0,-2,-5,-3,-2,0,-4,-6,3,-2,1,-2,-5,-4,1,-4,-1,-3,-3,0,-4,4,3,-10,-16,-6,0,-3,0,-9,-2,-1,-5,0,1,13,-6,-3,-3,-2,-2,1,-9,0,0,1,0,1,-3,2,1,-3,3,2,-1,-1,3,-2,-2,-3,0,3,5,2,1,2,-1,-1,16,1,1,5,2,0,4,2,-6,3,1,0.022346666144557
2016-03-13,-3,-5,-6,-5,0,0,-1,-13,-2,-7,6,-2,-4,-2,-5,-3,-2,-4,-5,0,2,-5,-2,4,-2,-1,3,-3,23,-1,1,-5,-2,-1,-3,1,-1,0,-3,0,-4,-3,3,-9,0,5,-1,0,0,-2,1,-1,-7,-2,0,2,1,-1,1,-4,-2,-2,-1,-3,4,-5,-2,4,-3,-2,-2,1,1,1,-4,1,0,-1,3,4,0,-1,3,-2,1,-14,-4,1,-2,-2,1,1,0,4,-19,-1,-0.00493025857527485
2016-03-20,3,-4,0,0,-1,-3,-3,-4,-4,-9,4,0,1,-2,-1,-3,-1,-4,-13,-5,-1,-10,-3,-3,-5,-3,-2,-2,-15,-9,0,-2,-1,1,-2,3,1,-2,-2,1,-7,-2,-7,2,-1,-2,3,-3,1,-4,0,-1,-8,-2,2,2,-2,3,-1,-4,-2,-1,1,3,-3,-9,-2,2,1,2,1,-4,-2,-3,0,-2,-4,3,0,-1,3,-1,-3,-1,-1,5,5,-4,5,0,2,-1,2,3,11,-1,0.0156917098386167
2016-03-27,4,6,2,0,1,8,2,1,0,14,-4,1,1,-2,5,5,1,1,-3,6,4,11,4,2,1,1,0,4,-4,6,5,3,2,-2,-1,5,-1,3,4,25,5,24,5,8,6,0,5,1,-1,3,1,3,2,2,0,-1,4,4,-1,-1,1,1,0,-2,0,3,3,-2,4,-2,1,1,2,2,2,2,2,-3,12,2,-1,2,-1,2,0,-9,-2,3,-5,6,1,3,-2,1,-6,3,-0.0122020640644198
2016-04-03,3,0,3,2,-1,-4,-3,10,2,4,3,3,4,14,2,3,-1,3,1,-1,-1,-2,0,4,8,0,1,1,7,4,-1,5,5,-1,2,2,-1,1,0,-26,10,-12,-1,4,-2,2,1,1,1,4,-1,-3,5,2,-2,4,2,-2,-4,-2,3,3,-1,-8,3,9,1,-3,0,4,-2,0,-1,2,-1,-2,3,0,-19,6,-2,-2,1,-1,1,15,-2,3,-6,-1,0,-1,0,-6,7,2,0.0180698488540756
2016-04-10,2,5,5,5,4,0,1,8,4,-1,-5,0,4,-1,1,14,0,2,-4,3,0,6,1,5,4,2,1,0,9,4,2,-2,14,2,2,1,0,3,0,1,7,1,6,2,1,1,7,2,-2,4,-1,2,12,12,-1,-3,2,4,3,2,1,1,0,6,0,2,0,0,-2,-4,4,2,2,-1,3,2,1,5,1,-10,0,3,6,2,0,-10,2,0,6,1,-2,2,0,5,2,3,0.00592121378476129
2016-04-17,-6,-1,-10,1,-4,0,1,-2,0,-4,3,1,-4,3,-3,-12,3,1,3,13,1,-5,-1,-6,-5,0,0,-2,3,-5,-5,-5,15,-1,-4,-3,1,-5,-1,-3,2,-3,-4,1,1,1,-12,-4,0,-2,1,2,-3,-8,2,-1,-3,-5,-6,-1,-1,-1,-1,0,-1,0,-2,0,-2,4,-2,-2,-1,4,-2,2,-1,-7,2,-3,-2,-2,0,-2,0,-3,0,-9,0,-4,-3,3,-2,-6,2,-10,-0.0128635735595655
2016-04-24,-2,1,20,1,1,-2,-2,-2,-3,4,8,-3,1,-5,5,-11,1,-2,0,-7,0,1,2,4,7,-1,0,-1,-6,1,-1,0,32,0,2,1,0,-1,-1,-2,-3,1,-3,-2,0,1,-5,5,2,3,0,-1,6,-13,-2,-1,6,-5,2,0,1,-2,1,-4,-3,-3,0,-2,0,-3,-3,0,0,-4,-1,-6,1,-2,-2,8,0,0,0,2,0,4,-2,1,13,2,1,0,0,0,-5,-4,-0.00185895833571692
2016-05-01,3,-3,-2,0,0,7,0,1,1,2,0,-1,-2,0,-6,-7,0,0,2,-6,0,3,-3,-1,1,-1,-2,-1,-11,-3,2,-4,-42,-1,-2,-4,-1,2,2,7,-2,-5,0,-1,1,-1,-6,-4,5,4,0,4,31,-1,-2,1,-5,2,3,1,-2,1,1,5,3,1,2,2,-1,-1,3,1,-1,-1,0,3,1,2,10,0,7,0,1,-3,0,-3,3,10,-16,1,0,1,0,1,-8,-7,-0.01164038714467
2016-05-08,-6,-3,-18,-7,-2,-4,0,-7,-5,-4,11,-2,-9,-6,-7,-1,-8,-4,-5,-4,0,-11,-1,-5,-10,-1,-3,0,-3,0,-1,1,-15,-1,-1,-2,0,0,1,3,-8,7,-4,-1,7,2,1,1,32,-8,0,-4,-2,-3,2,0,-4,2,-2,-2,-1,-1,-1,-4,3,-8,1,0,2,4,-2,0,1,2,0,-1,-1,-1,28,3,3,1,-4,1,-1,-1,-6,-4,0,3,0,7,3,5,-2,-1,-0.0019625879740115
2016-05-15,-4,-3,-4,-5,-1,-2,0,-1,0,-12,-13,2,-4,-4,-2,-1,2,2,-4,-12,-1,-8,0,-6,-4,3,3,-1,1,-3,4,-1,-9,0,-1,3,0,-1,-1,-2,-2,-7,2,-12,1,-3,-1,1,-12,-4,0,-2,-27,0,1,10,0,2,6,5,-2,-1,0,4,1,0,-4,1,-1,0,0,0,-1,3,2,6,-6,7,-37,-6,-4,-2,1,0,2,1,-3,0,-3,0,-1,-9,5,0,-2,2,0.0210489800174614
2016-05-22,-5,-8,-5,-4,0,0,0,-10,-5,-6,4,0,-4,-2,-3,-3,2,-3,-3,3,2,-4,-3,-2,-7,-1,0,0,-11,-6,-5,-1,-5,-2,0,-9,1,-5,-2,0,-10,-5,-12,-4,-4,-2,-1,-6,-13,-4,-1,-2,-10,0,-2,-6,0,-4,-5,-2,-3,-2,1,-1,-1,-10,-2,2,-2,0,0,-2,0,5,-4,-3,-3,-5,2,-5,0,1,-4,-2,0,5,-6,-7,1,0,0,2,0,0,-4,-3,-0.00370850394151745
2016-05-29,-6,-4,-11,-9,1,6,-4,-12,-4,-16,-4,-5,-3,-4,-7,-7,-5,-12,-1,-3,1,-5,-4,-9,-11,-1,-3,0,-15,-5,5,2,-4,-1,3,-1,-3,-3,-3,5,-6,-2,-3,-11,0,1,-3,-5,-5,-5,2,2,-8,-2,-1,8,2,-5,0,-2,-2,2,3,2,-2,1,-2,2,-7,5,-1,2,1,7,-4,2,-3,3,-2,1,5,-5,0,2,-1,-1,-2,-1,14,0,1,-1,-1,5,-7,-4,0.00326747559526552
2016-06-05,8,3,4,3,0,-4,4,-1,4,3,-1,0,2,-9,3,5,2,6,6,2,-1,8,10,7,1,-3,2,-1,15,-1,-4,-1,1,1,2,1,0,0,-1,-8,0,-3,9,2,-4,7,-2,0,-3,0,-1,-1,-10,-2,0,-10,-2,5,-5,-1,0,1,-2,-2,-1,-3,0,-3,5,-3,0,-1,-1,-6,4,1,12,1,1,-2,-7,3,0,0,0,-1,-1,0,-20,-3,-1,-3,-2,-4,-3,10,-0.0107022412869533
2016-06-12,0,-5,-3,2,0,1,-1,-9,-1,-9,-1,-1,0,2,-1,1,0,-2,-4,-6,0,-3,-5,-7,-10,-1,4,-3,-9,-4,2,-1,0,0,-2,2,1,-2,-6,-2,-1,0,-8,-3,-3,-4,-1,-3,-4,-5,1,-4,-3,-1,3,0,-1,2,12,-2,-1,-2,1,-1,-2,-4,-3,-1,0,-1,0,-1,0,1,-4,1,-11,-2,1,-2,8,0,-1,0,-1,3,11,2,8,-1,0,-7,-2,4,6,-10,-0.0156469641615811
2016-06-19,-2,0,-1,-7,0,-1,19,13,17,1,7,7,-2,-3,-2,-1,20,0,-2,0,-1,5,7,0,-5,2,-7,2,34,0,-3,3,2,21,3,1,11,-1,0,3,-14,1,-1,-4,6,2,2,2,4,-6,-1,3,-7,2,20,-1,0,-3,-2,3,-1,0,-1,5,0,1,1,2,-1,1,-1,3,0,5,5,1,3,2,19,31,-4,3,2,-2,0,-1,-16,20,0,-1,-3,0,0,0,-6,5,0.0310416602286523
2016-06-26,1,-1,-1,0,1,4,6,-8,-4,-5,-5,-1,-1,5,1,-2,-7,-2,0,2,3,9,1,1,-1,1,1,0,-24,0,5,-3,0,-4,-2,-4,-5,2,1,2,-1,-6,-2,3,-3,0,-2,-4,-4,0,1,-4,0,0,-4,2,15,2,-3,1,0,-2,3,2,3,4,11,1,1,7,2,2,1,4,2,1,-1,5,-21,-11,0,-2,-1,1,2,-6,2,-4,6,2,4,1,0,-1,2,-1,0.0109359741795991
2016-07-03,-7,-2,-3,-4,-1,-3,-23,-8,-11,-1,-6,-5,-7,2,-8,-5,-17,-2,2,7,0,-13,-13,-3,-4,-7,-3,-2,-11,-2,-2,-3,2,-16,-8,-2,-7,-5,-2,5,-5,8,-3,0,-4,-1,-1,0,0,-2,-2,2,3,-4,-13,-3,4,-8,6,0,-1,-2,-2,-3,2,-8,-12,5,-6,-2,-2,-4,-2,-10,-8,-2,-2,-6,7,-19,3,-6,1,-2,0,27,-2,-11,-11,1,1,0,1,3,-2,-8,0.0201740257980152
2016-07-10,10,4,1,1,0,2,6,1,9,0,-1,4,5,-3,5,7,10,2,1,0,-2,2,7,5,2,3,3,5,19,3,1,7,12,3,3,9,6,2,1,-8,4,-2,7,-2,1,0,1,6,1,2,-1,12,-4,2,-1,1,-19,9,-4,-1,-1,2,1,-5,-2,2,-1,-6,9,1,0,2,1,2,5,2,2,3,-11,8,4,6,-1,1,1,9,4,-1,3,4,2,0,-5,-6,-4,3,0.00292815706822225
