"Week","investment","growth","derivatives","crisis","unemployment","banking","dow","economy","stocks","economics","hedge","invest","profit","leverage","risk","revenue","nasdaq","metals","politics","consumption","cash","dividend","finance","portfolio","conflict","oil","fed","gain","short","energy","credit","loss","earnings","stock","transaction","housing","nyse","success","bubble","trader","environment","greed","opportunity","inflation","money","sell","returns","society","chance","present","world","rich","war","return","markets","crash","freedom","office","headlines","house","culture","arts","buy","ore","food","bonds","tourism","holiday","health","train","fine","gold","marriage","water","cancer","car","debt","travel","happy","forex","restaurant","default","ring","lifestyle","labor","fond","religion","financial","rare","home","kitchen","garden","fun","movie","consume","gains"
2016-10-23,84,88,83,57,30,71,14,85,50,86,80,39,89,54,90,53,43,85,59,69,52,75,62,73,86,78,48,46,61,86,75,72,77,14,66,77,11,53,77,67,86,64,73,81,73,87,48,71,33,65,37,42,44,55,49,27,52,84,58,81,32,37,44,55,80,92,52,28,83,72,48,55,19,70,71,79,41,59,43,70,75,50,69,34,16,61,71,24,8,74,76,65,67,56,85,54
2016-10-30,77,85,76,58,31,74,13,83,48,86,88,37,87,47,86,48,42,86,81,67,49,71,60,69,82,77,48,47,77,86,81,73,55,16,68,78,12,50,74,66,85,67,71,76,71,84,49,69,32,64,57,48,43,56,46,22,51,86,62,77,31,37,44,60,78,90,54,34,83,67,46,53,19,67,70,75,39,59,50,69,73,48,70,32,15,61,67,29,11,75,77,62,69,57,83,51
2016-11-06,78,82,54,54,31,67,69,100,100,86,80,43,81,50,79,42,99,80,100,61,49,70,69,66,74,74,45,45,75,78,73,77,37,92,63,71,27,46,70,60,84,58,65,76,75,82,74,65,32,62,18,42,47,47,100,23,58,87,85,81,27,34,48,55,74,83,46,42,76,64,46,55,25,63,57,70,48,56,44,76,70,44,65,30,14,56,71,100,10,69,75,62,64,56,71,50
2016-11-13,83,90,62,63,32,74,20,90,67,88,74,43,89,59,93,49,57,89,36,66,51,81,64,79,85,80,49,46,68,92,82,75,36,20,69,78,12,52,80,69,90,66,70,88,74,88,51,74,27,72,18,43,46,51,52,21,58,88,100,78,31,39,55,59,83,97,54,47,83,68,50,57,21,70,69,79,43,61,43,76,75,50,74,34,16,66,73,32,5,77,79,64,67,58,87,54
2016-11-20,65,66,36,46,26,68,15,60,52,51,69,33,65,55,65,33,39,58,25,54,51,60,49,57,60,79,39,38,71,58,76,63,25,18,55,60,15,37,82,85,51,51,49,69,71,86,48,59,25,55,17,41,40,47,45,45,83,72,59,73,21,29,96,58,81,64,44,60,57,73,48,62,17,62,56,78,29,60,69,75,76,43,82,30,12,58,66,22,11,90,87,64,63,71,67,44
2016-11-27,84,91,58,65,37,78,16,88,59,83,71,42,90,52,93,46,46,80,27,67,55,87,60,81,89,82,51,45,65,87,83,76,30,16,68,80,13,51,80,65,89,66,70,83,76,90,52,73,28,83,18,45,47,56,44,51,58,89,62,72,31,37,63,60,75,92,56,60,79,71,49,64,19,71,63,77,41,69,40,71,69,51,82,36,16,59,81,27,7,81,81,63,64,57,89,56
2016-12-04,88,91,65,66,34,72,17,92,61,90,65,42,88,54,91,49,46,82,25,71,56,93,61,84,95,80,54,45,64,91,80,73,35,18,73,80,12,55,80,64,93,66,71,95,79,90,56,73,31,94,18,43,49,57,45,30,56,89,56,76,31,37,54,60,79,100,52,61,79,69,49,60,18,69,64,78,42,65,44,77,73,49,81,34,16,57,76,29,2,79,78,62,65,59,83,58
2016-12-11,82,80,66,60,34,72,22,84,59,93,69,39,79,47,85,44,43,77,25,59,53,93,60,76,90,84,78,43,71,86,81,67,29,18,67,73,12,48,79,64,83,68,70,88,75,91,55,72,30,95,17,45,50,59,43,24,52,96,47,76,28,37,60,56,78,95,49,65,76,69,49,63,17,68,61,83,36,64,46,74,75,50,82,32,15,60,74,26,7,79,78,62,64,60,76,60
2016-12-18,64,63,32,45,34,71,21,54,54,53,68,34,60,37,60,36,43,57,19,45,55,74,53,57,51,81,57,38,59,60,82,64,25,16,60,61,15,37,75,84,49,54,50,59,73,99,52,63,44,92,16,43,40,55,46,24,46,95,42,80,18,32,75,63,80,63,39,87,62,70,50,61,16,63,58,82,28,60,52,72,82,48,84,31,12,68,62,17,0,80,83,70,62,75,61,46
2016-12-25,57,55,12,37,35,71,17,41,56,31,62,36,52,32,51,29,34,40,14,44,52,60,46,52,34,84,39,40,58,50,83,80,19,19,52,64,14,32,70,72,29,55,35,51,76,95,62,56,31,50,17,40,37,66,43,28,51,86,43,91,14,27,61,59,95,52,45,65,60,71,48,63,18,67,55,85,27,64,65,63,98,42,88,30,11,66,57,19,6,86,87,75,67,94,51,48
2017-01-01,76,74,24,46,45,73,18,57,65,61,62,46,67,40,64,40,40,60,17,51,55,74,58,68,54,85,47,49,56,68,88,100,28,18,61,81,16,46,74,80,57,53,58,60,80,93,71,66,33,44,18,46,40,68,42,28,48,95,50,84,20,36,51,64,80,62,51,37,76,78,49,58,19,74,58,81,35,75,67,75,81,49,75,35,14,60,55,14,5,85,86,71,69,74,69,54
2017-01-08,79,83,40,51,41,68,18,72,68,82,63,45,78,53,73,47,44,68,25,54,54,76,60,78,75,84,50,50,58,78,85,94,39,16,70,86,14,49,75,67,75,69,76,67,79,94,71,69,29,57,18,47,44,68,42,23,82,97,52,78,25,40,47,58,80,76,57,25,82,64,50,58,19,76,65,82,40,76,42,74,80,51,74,35,15,57,61,30,7,75,82,67,70,68,82,54
2017-01-15,83,97,46,47,44,67,17,81,64,87,66,42,83,57,79,51,44,72,29,57,62,68,57,75,73,84,49,48,63,79,85,91,48,19,68,88,14,53,79,70,80,74,83,74,80,94,73,69,29,61,18,51,44,76,48,24,63,99,53,88,28,41,47,62,78,86,58,27,83,66,50,56,20,76,65,80,46,73,41,80,84,51,76,35,16,63,73,25,2,79,84,68,70,70,77,57
2017-01-22,91,94,55,56,43,67,29,94,77,98,72,46,91,59,89,59,54,78,34,69,100,83,62,80,83,86,53,52,62,82,85,87,68,21,75,87,14,55,78,70,96,70,93,76,84,92,91,74,28,66,18,78,46,84,47,27,59,96,54,86,36,40,45,57,80,89,60,19,87,63,49,59,20,77,67,80,47,72,42,74,86,53,76,35,16,56,70,36,10,77,86,65,70,67,86,62
2017-01-29,93,94,56,64,40,74,26,89,76,97,75,49,96,50,91,64,56,75,35,71,90,91,68,85,81,85,58,52,85,86,89,91,81,21,80,90,15,57,77,71,92,72,99,79,85,91,76,76,27,70,18,46,47,85,51,23,63,93,67,80,36,40,45,58,82,95,62,19,84,59,50,60,20,79,67,79,45,100,42,77,84,54,79,34,17,61,87,40,7,78,85,67,71,63,86,61
2017-02-05,92,91,52,58,36,67,19,85,72,92,77,48,90,52,90,66,47,75,31,71,96,93,63,76,87,84,48,54,91,83,84,87,64,18,69,87,12,56,78,66,92,67,92,85,81,86,72,76,31,67,18,44,45,77,45,21,60,87,61,77,33,37,44,59,77,90,56,19,78,59,49,58,20,75,66,80,41,89,40,75,80,52,84,35,16,65,69,30,17,77,82,68,67,65,91,60
2017-02-12,91,92,63,61,35,72,21,88,73,86,71,46,86,51,93,71,53,72,30,68,73,98,64,81,81,81,49,50,76,80,86,85,50,20,75,84,15,56,76,70,87,74,82,87,77,91,77,73,100,66,17,43,44,80,48,23,58,85,63,78,31,38,45,54,78,87,61,24,82,59,50,55,20,75,64,79,40,75,68,73,93,51,76,34,17,63,64,23,7,76,81,78,74,67,87,61
2017-02-19,88,94,56,57,33,71,19,81,69,82,72,50,89,49,90,69,45,69,27,71,72,90,62,81,73,84,49,55,69,84,90,93,53,20,79,87,13,53,82,71,83,67,78,74,82,90,66,73,41,59,18,43,44,77,47,25,58,88,53,80,30,40,47,58,79,83,61,26,81,63,49,57,20,78,67,91,45,78,41,77,85,49,68,35,17,62,62,27,10,78,81,76,73,68,97,66
2017-02-26,97,96,64,59,33,75,26,87,78,89,78,53,90,51,96,68,58,71,27,73,68,100,70,84,79,84,50,53,80,89,93,89,48,24,81,91,17,55,82,70,91,77,83,88,79,90,65,72,34,64,18,43,47,73,49,28,54,90,49,77,32,40,47,53,84,90,68,19,81,57,48,56,19,77,67,85,49,77,40,79,81,53,65,34,17,64,66,28,9,77,79,76,72,69,95,67
2017-03-05,95,94,55,57,32,71,19,85,72,83,81,49,93,47,94,66,53,74,26,72,62,92,62,85,82,88,52,53,80,98,87,93,38,19,76,93,15,56,89,71,91,71,78,79,80,92,64,74,39,63,18,45,49,68,49,24,56,88,49,80,30,39,49,59,84,87,70,20,87,64,48,56,20,79,69,89,40,84,43,82,84,55,68,36,17,67,65,24,5,81,84,81,76,69,92,62
2017-03-12,85,87,43,57,31,68,17,76,60,74,73,45,81,45,85,65,48,65,22,62,58,90,57,79,71,85,65,52,72,80,84,90,32,16,69,90,13,51,78,69,76,64,74,79,75,89,100,69,32,55,18,45,44,72,48,23,50,86,47,81,27,41,44,56,83,77,63,21,82,65,47,57,19,75,61,85,42,86,43,69,84,50,68,34,15,61,60,24,0,80,79,79,78,70,91,64
2017-03-19,94,88,52,63,31,67,21,76,60,81,82,44,84,48,93,63,50,66,26,70,58,85,62,79,73,88,50,52,75,81,83,89,36,20,76,94,12,52,76,74,84,69,73,84,76,92,57,72,32,58,19,45,46,65,49,24,70,89,55,80,30,40,45,59,81,81,66,20,90,62,47,53,19,78,65,86,40,78,42,77,84,53,67,34,16,63,62,28,12,79,84,82,73,69,95,65
2017-03-26,91,92,49,61,30,74,21,80,63,85,92,45,90,45,96,63,49,68,26,71,59,86,63,79,72,86,49,53,67,84,84,93,36,18,73,98,12,55,79,71,89,56,77,80,78,98,57,74,29,61,18,46,47,65,50,26,73,89,50,83,30,41,45,57,85,80,67,22,83,62,48,56,19,81,66,87,40,76,40,74,86,52,68,34,17,60,60,31,2,82,84,87,77,67,91,69
2017-04-02,96,89,49,67,32,74,18,81,61,88,83,46,90,49,93,66,45,67,24,72,56,84,61,87,84,87,51,53,78,84,87,95,39,18,76,97,14,52,77,71,86,59,74,80,78,91,61,72,27,63,18,43,58,66,51,24,56,90,55,77,29,40,45,59,83,82,65,21,81,62,49,54,19,80,65,87,39,74,39,74,82,49,72,36,16,60,62,29,10,84,79,86,74,60,98,64
2017-04-09,87,90,47,64,29,72,16,78,63,80,86,43,88,50,91,74,42,65,22,66,56,81,58,82,74,88,52,55,78,73,86,87,44,19,74,94,16,50,78,72,81,60,73,80,76,93,68,68,27,58,19,46,60,75,52,21,56,89,60,80,28,37,46,59,85,79,61,28,77,61,48,55,19,85,62,88,40,75,47,72,87,49,73,33,16,64,62,32,8,79,77,88,71,59,87,66
2017-04-16,91,94,49,67,31,71,18,83,58,79,86,44,89,48,96,77,48,67,23,69,56,83,59,87,79,85,49,51,55,79,84,87,57,15,74,95,11,51,76,75,93,55,73,84,77,91,65,70,30,63,17,45,56,73,48,23,56,89,55,81,29,38,44,55,84,78,61,25,79,60,48,52,19,83,62,86,40,73,55,67,84,49,68,33,17,64,63,22,10,82,77,93,71,58,89,64
2017-04-23,93,100,54,76,30,72,22,91,59,88,87,45,91,49,96,63,54,67,23,71,57,89,66,99,91,85,53,52,64,87,80,87,79,18,69,99,12,54,79,68,97,64,74,96,79,93,52,75,33,66,19,45,62,55,50,25,56,84,52,80,32,40,46,57,85,84,62,19,82,60,49,54,19,83,67,87,41,73,46,80,84,51,68,36,17,62,61,24,5,79,79,89,72,58,99,65
2017-04-30,90,97,55,75,30,76,17,86,58,93,87,45,89,53,96,58,59,66,25,67,55,95,65,100,86,85,51,52,84,84,84,86,78,16,75,100,12,54,78,73,95,59,73,90,80,95,50,74,33,64,18,44,61,57,50,26,62,86,55,81,30,40,44,55,86,80,66,22,88,58,48,55,20,83,67,86,41,75,46,66,86,50,68,35,17,60,64,29,12,81,78,89,72,56,95,57
2017-05-07,90,90,57,71,30,68,17,86,57,89,89,46,87,47,91,54,49,64,26,66,56,82,63,83,83,87,52,49,70,80,82,85,57,16,76,95,13,51,80,77,89,66,75,87,79,96,50,72,34,66,18,48,54,54,51,24,57,89,56,79,28,39,47,54,86,77,65,20,82,61,50,55,20,85,67,90,37,74,52,73,94,51,72,36,16,67,61,28,10,83,81,95,73,59,84,55
2017-05-14,77,82,37,61,28,66,23,80,57,66,92,41,70,45,78,49,56,64,25,54,52,73,62,74,69,86,44,48,66,79,85,79,39,20,66,91,12,49,79,74,80,61,67,72,78,87,44,66,33,57,17,63,50,52,50,36,52,84,61,80,25,38,44,54,82,70,60,21,74,62,47,54,18,84,65,95,36,75,78,67,89,48,69,33,16,67,56,28,13,83,75,96,76,59,69,52
2017-05-21,80,80,34,57,27,65,19,68,55,59,89,45,69,40,71,45,49,64,21,54,54,71,58,68,66,85,45,48,57,72,80,82,31,15,67,87,11,46,75,71,74,53,61,66,78,92,45,65,30,54,18,64,48,55,47,26,54,83,58,80,24,37,46,51,87,69,59,24,75,65,46,54,20,86,65,94,36,75,42,75,86,49,69,33,16,66,61,17,8,85,78,90,78,60,72,47
2017-05-28,73,75,31,49,29,67,15,61,49,49,86,45,70,34,66,41,41,52,21,49,58,65,53,65,49,87,44,50,50,70,89,78,28,14,63,88,10,42,77,82,68,57,52,61,80,93,45,61,32,44,19,52,45,52,51,27,53,85,49,88,21,37,48,54,88,69,56,28,69,71,46,52,19,93,62,94,32,77,43,68,89,44,69,31,16,65,52,17,8,89,79,96,80,66,71,50
2017-06-04,73,77,27,51,29,67,19,59,57,50,91,43,74,37,74,47,63,54,23,54,59,61,59,69,50,89,47,49,50,70,89,79,28,15,70,90,11,44,74,74,79,45,60,59,81,93,50,64,31,46,18,46,41,50,52,23,52,88,57,86,21,39,47,54,86,65,56,23,76,66,47,55,18,89,65,95,35,79,40,77,87,50,69,34,16,68,51,17,3,84,79,89,77,62,70,49
2017-06-11,76,74,28,49,29,66,18,55,55,42,81,43,72,38,71,47,62,52,22,48,56,67,57,69,46,86,56,50,51,70,88,82,27,14,69,85,11,42,72,74,70,45,56,59,78,96,54,60,30,46,18,48,36,49,49,28,50,84,55,87,20,37,48,55,88,62,56,23,73,66,46,55,20,96,62,96,32,78,43,70,91,46,68,32,17,77,46,18,3,84,77,83,74,67,67,46
2017-06-18,83,71,26,43,30,65,18,52,57,40,85,50,72,37,73,45,53,50,20,50,56,69,58,67,41,92,45,49,67,64,87,80,32,14,75,92,11,42,71,78,55,49,58,58,83,100,51,63,29,38,19,46,33,49,51,26,51,85,52,87,19,36,47,54,84,64,56,24,80,69,48,53,20,93,67,99,35,81,64,67,93,48,67,32,16,65,45,12,0,85,83,86,77,68,72,48
2017-06-25,79,70,26,43,31,72,19,52,55,37,85,42,69,38,69,44,58,49,18,50,59,69,59,67,38,91,50,51,54,64,91,81,34,16,72,92,13,41,74,79,51,52,57,56,80,98,47,58,38,38,18,47,33,49,55,44,60,89,51,92,19,36,48,58,91,61,60,27,83,73,48,55,21,99,67,100,34,90,42,73,93,50,69,32,16,70,44,18,11,88,84,85,76,65,63,51
2017-07-02,71,67,22,42,31,74,16,48,49,38,83,44,64,33,66,39,52,46,16,48,62,63,56,62,35,90,41,48,72,65,94,75,30,15,66,83,12,37,72,88,43,54,47,58,79,95,45,59,31,35,17,44,38,46,59,41,73,84,50,93,17,34,52,58,95,71,57,32,74,71,50,57,19,100,62,100,34,78,52,78,100,42,73,34,17,72,48,16,0,93,87,90,78,72,70,46
2017-07-09,83,73,24,38,32,71,18,52,53,41,81,45,73,35,76,47,47,51,18,52,58,68,60,70,39,90,50,50,61,68,93,82,42,13,75,93,10,41,73,78,51,57,54,55,80,94,48,61,31,38,16,44,40,49,54,41,48,90,51,88,19,35,49,57,89,66,57,24,81,69,48,64,20,97,67,100,35,78,40,75,95,49,73,33,19,67,42,22,8,91,83,84,74,64,68,47
2017-07-16,80,73,24,40,30,68,18,51,55,39,85,45,76,41,71,47,56,49,18,50,60,65,60,72,41,86,48,49,60,65,93,78,61,13,75,90,9,42,71,79,50,56,54,54,80,97,50,59,34,37,17,44,44,50,55,28,47,88,58,87,19,35,48,54,93,61,55,24,84,67,50,66,19,99,71,97,36,78,41,73,97,51,71,33,20,72,43,20,8,86,86,84,77,67,74,53
2017-07-23,83,73,24,44,30,71,18,49,55,37,85,44,73,37,75,45,61,52,20,50,60,69,63,67,43,89,52,50,51,62,90,81,92,15,74,92,12,41,69,80,48,64,53,55,79,98,48,61,37,37,17,44,42,49,51,37,47,92,52,90,18,37,49,55,93,61,53,23,86,66,49,64,19,93,69,100,35,77,41,72,100,51,72,33,21,69,42,15,3,85,85,81,73,69,69,50
2017-07-30,85,75,25,43,30,78,24,50,57,39,86,46,72,42,71,46,63,55,19,48,67,78,64,73,38,90,47,48,60,66,98,76,76,18,72,96,12,43,73,82,47,57,54,55,81,96,44,60,32,36,16,53,37,47,51,29,50,97,54,87,18,36,49,56,88,60,53,23,83,66,49,54,18,89,66,97,40,75,40,67,97,51,74,34,22,67,41,20,3,84,85,84,72,67,72,50
2017-08-06,79,75,22,50,28,70,22,52,56,42,79,50,72,39,71,42,60,51,19,46,60,70,62,69,42,86,49,49,70,64,91,75,55,18,74,91,11,44,70,78,53,55,59,55,79,98,46,62,31,36,19,58,43,47,52,26,50,100,57,85,19,38,51,56,91,65,61,22,80,65,49,55,19,85,65,93,36,75,42,68,96,49,74,33,24,67,43,21,5,86,85,81,71,63,69,50
2017-08-13,75,71,21,42,27,69,22,52,51,50,79,49,65,38,67,42,53,54,26,45,60,65,59,65,48,83,46,47,64,62,88,71,36,17,73,90,10,44,71,79,53,54,59,50,76,96,41,66,29,36,17,55,44,45,48,28,52,94,62,79,20,38,55,52,87,60,53,21,77,65,47,53,18,81,63,94,34,67,41,83,91,48,71,30,28,63,47,15,10,82,82,78,66,59,62,42
2017-08-20,74,72,29,40,26,66,19,59,48,66,75,46,63,29,68,42,47,51,23,43,58,54,56,63,51,80,44,44,54,62,82,70,34,15,68,85,9,44,68,79,62,48,65,52,77,90,41,62,26,38,17,100,36,45,45,22,48,93,61,72,21,36,52,50,83,62,49,20,77,61,47,50,17,76,62,86,35,70,39,75,86,47,69,31,37,69,46,16,2,78,77,70,63,54,61,43
2017-08-27,76,80,39,49,30,73,17,69,51,78,72,50,73,37,73,43,49,62,22,52,56,65,58,69,65,81,47,44,41,67,85,72,42,13,72,84,10,48,69,74,75,60,78,60,84,89,44,70,26,47,17,61,34,47,47,22,51,90,60,77,26,40,47,52,88,73,53,23,78,61,46,52,17,85,63,88,34,69,39,75,80,50,68,33,67,61,55,29,0,83,76,71,65,52,68,47
2017-09-03,73,78,43,45,27,66,15,71,47,77,76,41,68,38,73,41,43,60,21,52,57,65,53,64,65,80,44,44,55,67,85,70,32,14,68,74,10,47,67,76,76,62,73,57,74,84,45,68,24,52,19,43,35,48,49,26,47,81,61,75,26,37,46,48,84,73,57,25,71,60,46,51,18,83,61,84,38,69,38,72,80,43,67,32,87,62,55,33,15,84,76,73,62,66,77,47
2017-09-10,82,85,48,49,27,67,18,78,54,87,77,42,76,44,84,49,51,74,21,60,54,73,62,73,77,78,45,46,58,99,100,75,35,14,77,80,12,50,69,69,88,55,81,66,79,84,59,73,24,59,17,44,34,51,47,24,51,88,60,76,31,37,44,49,86,83,56,22,77,61,45,50,18,82,62,84,38,66,39,73,78,48,65,34,15,60,59,38,12,79,76,71,63,63,78,50
2017-09-17,87,88,63,54,29,69,18,84,56,88,81,51,80,49,90,52,49,83,22,63,57,75,61,73,83,83,51,49,58,78,90,76,39,16,74,83,12,51,72,73,94,56,80,70,78,88,60,77,24,62,20,45,43,51,49,24,53,88,69,77,33,38,45,56,85,88,57,23,85,61,49,54,19,78,69,86,39,66,41,75,81,50,69,34,16,61,67,31,5,82,79,72,68,59,84,51
2017-09-24,86,93,75,59,28,70,17,91,55,90,82,46,89,45,87,52,58,85,27,66,57,77,60,77,88,80,54,48,67,84,90,79,37,15,75,78,11,51,73,72,92,58,78,75,79,88,54,75,27,62,17,43,51,52,49,22,56,88,64,80,33,37,43,51,87,88,59,22,84,60,53,54,19,78,71,84,40,68,41,66,83,51,65,34,16,66,69,28,10,79,77,69,68,53,80,60
2017-10-01,84,92,79,62,28,75,18,85,93,84,78,49,81,44,87,53,48,83,24,59,55,81,60,72,85,77,45,46,68,82,88,75,35,17,74,77,13,49,72,72,86,67,71,72,76,82,52,71,27,61,18,45,42,51,50,21,57,86,67,78,32,37,41,51,89,89,59,27,82,59,46,53,18,75,77,84,41,66,41,78,81,49,65,32,15,63,67,33,5,79,80,69,67,52,87,53
2017-10-08,90,93,77,55,28,70,17,78,69,86,81,51,85,45,90,52,52,77,23,72,54,79,60,77,83,79,45,50,67,87,89,80,42,18,74,80,12,49,68,76,85,65,71,80,78,85,51,71,31,61,21,43,47,52,48,21,55,88,66,83,32,38,44,51,87,81,56,32,83,63,46,52,18,72,75,86,40,66,51,75,85,48,68,32,15,63,62,28,2,79,81,71,70,57,88,54
2017-10-15,89,92,83,59,28,69,21,82,61,86,84,53,84,48,94,57,50,89,23,89,55,83,63,82,84,86,45,49,70,91,87,78,56,19,74,82,12,49,74,74,88,66,74,79,77,86,54,75,27,62,19,47,46,52,49,24,55,85,62,82,33,38,44,51,88,84,55,26,85,60,47,55,19,73,74,84,39,66,54,78,84,49,72,35,15,65,66,29,5,80,82,72,70,55,94,57
2017-10-22,94,94,75,68,29,66,22,82,63,84,83,52,88,43,91,52,61,87,24,75,55,87,65,81,85,81,45,49,81,93,85,78,84,19,75,82,12,50,72,73,90,72,69,79,80,92,56,76,25,64,32,48,46,53,47,21,54,88,57,84,34,37,44,52,89,85,56,27,83,60,47,56,19,74,71,85,38,67,47,85,80,49,71,33,14,59,67,29,7,79,83,68,71,56,91,59
2017-10-29,90,92,69,66,30,71,19,79,63,84,80,54,84,49,92,52,57,90,26,79,56,89,65,84,85,79,51,51,82,94,86,72,88,18,77,78,13,49,72,68,86,61,69,81,77,84,52,72,24,67,43,49,45,52,47,22,51,82,67,85,31,38,44,53,84,89,53,32,85,59,45,51,18,71,65,79,39,64,51,69,80,49,76,32,14,59,65,26,5,79,84,63,68,58,90,63
2017-11-05,92,93,56,63,29,66,18,82,68,86,73,56,88,44,94,52,60,86,29,76,56,85,64,85,89,88,46,52,65,87,89,79,62,20,71,78,15,51,75,73,84,65,67,78,78,90,54,74,23,69,19,47,48,52,46,29,52,89,67,76,32,38,53,45,89,88,55,47,86,61,49,54,19,74,65,81,39,66,45,70,83,48,72,34,15,57,64,26,12,83,89,67,71,56,100,64
2017-11-12,89,96,65,64,30,66,18,86,67,85,72,55,86,44,97,52,55,87,27,76,59,94,62,81,86,87,52,48,69,89,89,75,44,19,82,79,14,51,74,75,90,66,70,85,80,88,54,75,23,72,19,45,47,52,47,22,55,86,66,75,31,39,55,49,89,94,52,47,87,63,50,56,20,75,66,82,38,65,43,66,82,51,73,34,14,63,69,23,7,84,88,65,70,57,97,61
2017-11-19,69,73,35,50,25,63,14,58,55,51,71,47,66,36,68,37,46,58,19,60,56,70,49,64,49,86,40,40,54,59,83,64,31,18,60,63,14,36,72,95,53,51,50,73,71,91,49,62,32,57,17,40,40,52,45,25,52,76,57,70,22,30,99,47,91,62,41,62,63,70,47,64,16,66,58,83,28,63,70,62,82,39,87,29,12,61,62,21,8,100,100,64,64,70,74,52
2017-11-26,96,92,53,100,31,70,26,85,78,85,76,78,89,45,92,51,72,84,25,69,60,90,90,86,86,85,51,49,68,90,91,73,36,24,82,79,16,49,83,69,81,68,75,92,84,92,56,75,24,80,20,43,62,57,48,23,52,93,69,76,31,37,66,50,81,92,48,55,83,74,50,61,18,78,65,78,41,65,40,66,74,51,97,35,14,59,76,29,5,91,89,63,69,53,92,78
2017-12-03,100,95,59,75,32,70,24,89,83,89,72,95,92,48,94,52,70,87,27,75,62,95,94,88,100,81,51,49,97,89,89,72,36,23,100,77,13,50,82,71,88,75,72,86,81,92,58,73,27,91,19,43,52,57,50,24,51,90,72,76,32,37,57,52,86,91,54,61,82,68,48,60,18,74,64,78,40,70,41,76,78,51,84,34,15,56,74,28,2,83,86,64,66,53,86,77
2017-12-10,95,90,69,69,32,71,22,87,80,91,72,100,85,51,89,48,60,84,29,69,63,99,90,86,97,84,60,47,80,84,90,70,35,21,98,75,14,48,81,71,83,71,72,87,83,94,65,75,25,96,17,47,47,62,48,24,52,92,71,73,30,36,63,49,85,94,46,61,84,66,49,58,18,76,62,80,37,65,43,72,78,48,89,32,14,63,78,29,5,84,83,66,69,58,80,85
2017-12-17,85,75,35,50,33,70,27,64,83,65,71,91,68,30,65,41,59,67,20,53,79,95,86,75,60,86,54,44,80,65,92,65,31,23,98,65,17,39,79,81,55,71,55,67,86,98,55,67,27,89,17,43,39,60,47,32,45,97,66,75,20,31,74,51,86,73,43,74,71,100,50,61,16,71,61,83,35,65,48,67,84,47,89,32,13,68,63,19,0,85,92,70,69,66,66,97
2017-12-24,66,61,15,39,34,69,18,43,80,31,61,77,56,23,52,33,44,41,15,47,63,74,66,61,26,96,39,41,48,51,85,71,24,18,74,62,13,31,73,88,29,55,38,55,100,98,69,56,25,54,20,41,34,65,45,24,42,78,58,86,14,25,67,56,100,48,42,69,61,71,48,62,17,80,57,87,30,69,52,60,96,40,100,30,11,71,52,13,0,94,95,78,66,85,56,74
2017-12-31,82,78,19,46,41,70,22,55,98,49,65,89,66,28,63,39,59,49,18,55,62,83,80,79,43,100,46,46,64,67,92,89,32,22,90,79,14,39,77,90,46,71,50,64,99,93,69,64,25,38,20,52,36,64,44,27,46,88,63,83,18,33,55,52,92,59,52,34,76,61,47,56,18,89,62,89,34,75,78,74,85,44,88,32,13,68,47,16,8,90,93,70,67,69,69,81
2018-01-07,94,90,37,52,44,68,27,74,94,81,74,87,80,33,75,47,66,70,21,58,58,91,89,85,70,94,49,51,58,80,88,90,42,24,81,87,17,49,74,76,73,72,72,73,93,91,71,69,23,48,19,47,39,63,47,22,53,96,65,77,29,43,49,51,84,73,55,23,82,58,50,52,18,89,63,82,37,79,38,72,81,49,77,35,15,62,58,20,2,83,86,67,68,60,81,73
2018-01-14,86,85,41,53,39,65,30,76,82,79,65,73,79,31,75,51,63,69,22,58,55,86,84,79,67,89,52,51,70,74,87,87,50,28,83,83,17,49,74,77,74,59,75,68,87,90,75,70,24,49,19,45,41,62,50,24,57,92,68,80,100,100,47,58,87,74,54,25,84,60,50,56,18,82,63,85,37,78,39,71,86,46,73,35,15,63,58,32,7,81,90,68,67,61,73,68
2018-01-21,89,95,53,56,51,62,27,87,85,98,65,74,85,43,82,55,70,73,25,63,54,87,82,77,72,90,55,54,57,82,80,92,75,24,71,83,14,51,72,80,89,65,85,79,84,90,90,74,21,56,19,46,44,74,52,23,54,93,73,82,41,48,44,56,83,84,61,17,88,57,48,54,18,86,65,85,40,77,37,59,80,47,78,34,15,51,60,31,5,83,88,64,66,60,97,70
